Provenance;Terms involved;Ontology;Requirement description;Result
https://w3id.org/saref#;'["BuildingSpace","contains","Devices","BuildingObjects"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A building space contains devices or building objects;undefined
https://w3id.org/saref#;'["BuildingSpace","define","PhysicalSpace"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can optionally  have a description;undefined
https://w3id.org/saref#;'["Device","hasDescription","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can optionally  have a description;passed
https://w3id.org/saref#;'["Device","hasModel","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device shall have a model property;passed
https://w3id.org/saref#;'["Device","hasModel","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device shall have a model property;passed
https://w3id.org/saref#;'["EnergyMeter","Device","WashingMachine","TemperatureSensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"Examples of devices are a light switch; a temperature sensor; an energy meter; a washing machine";undefined
https://w3id.org/saref#;'["Device","hasFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device performs one or more functions;absent
https://w3id.org/saref#;["Device"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;What is a device?;passed
https://w3id.org/saref#;'["EnergyMeter","hasFunction","MeteringFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An energy meter is a device that has category Meter;undefined
https://w3id.org/saref#;["Function"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A function represents the functionality necessary to accomplish the task for which a device is designed;passed
https://w3id.org/saref#;'["DoorSwitch","accomplishes","Safety"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A door switch is used for the purpose of controlling doors;undefined
https://w3id.org/saref#;'["DoorSwitch","hasFunction","OpenCloseFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A door switch  performs the open/close function;undefined
https://w3id.org/saref#;'["Switch","consistsOf","Actuator"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A door switch is a device that consists of a switch;undefined
https://w3id.org/saref#;'["Switch","Actuator"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl; A switch is a device that has category Actuator;undefined
https://w3id.org/saref#;'["SmokeSensor","measuresProperty","Smoke"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A smoke sensor  is used for the purpose of sensing smoke;undefined
https://w3id.org/saref#;'["SmokeSensor","hasFunction","EventFunction","SensingFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A smoke sensor performs a sensing and event function;undefined
https://w3id.org/saref#;'["SmokeSensor","consistsOf","Sensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A smoke sensor is a device that consists of a sensor;undefined
https://w3id.org/saref#;'["SmokeSensor","Sensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A smoke sensor is a device that has category Sensor;undefined
https://w3id.org/saref#;'["WashingMachine","hasFunction","StartStopFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A washing machine performs an actuating start/pause function;undefined
https://w3id.org/saref#;'["Washing","Task","WashingMachine","accomplishes"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A washing machine accomplishes the task of washing ;undefined
https://w3id.org/saref#;'["Device","hasProfile","Profile"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be characterized by a profile. ;absent
https://w3id.org/saref#;'["Device","hasProfile","Profile"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be characterized by a profile. ;absent
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service shall specify the device that is offering the service;absent
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;Multiple devices can offer the same service;absent
https://w3id.org/saref#;'["Profile","hasTime","Time"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;The profile production and consumption can be calculated over a time span  ;undefined
https://w3id.org/saref#;'["Energy","isMeasuredIn","EnergyUnit"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;The power is characterized by a certain value that is measured in a certain unit of measure;undefined
https://w3id.org/saref#;'["Profile","hasPrice","Price"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;The profile production and consumption can be associated to some costs ;undefined
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A service is offered by at least one device that wants (a certain set of) its function(s) to be discoverable; registerable and remotely controllable by other devices in the network";absent
https://w3id.org/saref#;'["Service","isOfferedBy","Device","represents","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A service is a representation of a function to a network that makes this function discoverable; registerable and remotely controllable by other devices in the network";absent
https://w3id.org/saref#;'["Device","hasState","State"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be found in a correponding state;absent
https://w3id.org/saref#;'["Command","actsUpon","State"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A command can act upon a state  to represent that the consequence of a command can be a change of state of the device;absent
https://w3id.org/saref#;'["Device","offers","Service"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device offers a service;absent
https://w3id.org/saref#;'["ActuatingFunction","Function","MeteringFunction","SensingFunction","EventFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"Examples of functions are the  the actuating; sensing; metering or event functions";undefined
https://w3id.org/saref#;'["Service","represent","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service shall represent at least one function;absent
https://w3id.org/saref#;'["Device","Appliance","Load"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A washing machine is a device that has category Appliance  and Load;absent
https://w3id.org/saref#;'["TemperatureSensor","hasFunction","SensingFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A temperature senso performs the sensing function and is used for the purpose of sensing temperature;undefined
https://w3id.org/saref#;'["TemperatureSensor","consistsOf","Sensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A temperature sensor consists of a sensor;undefined
https://w3id.org/saref#;'["TemperatureSensor","Sensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A temperature sensor is a device that has category sensor;undefined
https://w3id.org/saref#;'["Sensor","hasFunction","SensingFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A sensor performs a sensing function;undefined
https://w3id.org/saref#;'["Sensor","Device"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device may consists of other devices;undefined
https://w3id.org/saref#;'["Device","consistsOf"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device may consists of other devices;absent
https://w3id.org/saref#;'["Device","control","BuildingObject"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A device can be used for  the purpose of controlling a building object; such as a door or a window";absent
https://w3id.org/saref#;'["Temperature","Property","Smoke","Energy"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"Examples of properties are temperature; energy or smoke";undefined
https://w3id.org/saref#;'["Device","notify","Property"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be used for notifying  a property;absent
https://w3id.org/saref#;'["OffCommand","Command","OnCommand","CloseCommand","ToggleCommand"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"The commands can be: on; off; open; toggle; close; startm pause; step up; step down; set level; get and notify";undefined
https://w3id.org/saref#;'["Function","hasCommand","Command"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A function shall have at least one command associated to it;absent
https://w3id.org/saref#;'["MeteringFunction","Function","SensingFunction","EventFunction","ActuatingFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A function can belong to a function category;undefined
https://w3id.org/saref#;'["LevelControlFuntion","ActuatingFunction","OnOffFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"An actuating function can be specialized into on/off; open/close; start/stop or level control functions";undefined
https://w3id.org/saref#;'["Meter","hasFunction","MeteringFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A meter performs a metering function;undefined
https://w3id.org/saref#;'["EnergyMeter","Meter"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An energy meter is a device that has category Meter;undefined
https://w3id.org/saref#;'["EnergyMeter","consistsOf","Meter"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An energy meter is a device that consists of a meter;undefined
https://w3id.org/saref#;'["Profile","isAbout","Energy"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;The profile allows to describe the energy or power production and consumption of a certain device.  ;undefined
https://w3id.org/saref#;'["Device","measuresProperty","Property"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be used for measuring a property;absent
https://w3id.org/saref#;'["Device","hasFunction","SensingFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be used for  the purpose of sensing;absent
https://w3id.org/saref#;'["Water","Commodity","Gas"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;Water or gas are examples of commodities;undefined
https://w3id.org/saref#;'["Device","isUsedFor","Commodity"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be used for  the purpose of offering a commodity;absent
https://w3id.org/saref#;'["EneryRelated","Device","FunctionRelated","BuildingRelated"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;The devices can belong to several categories;undefined
https://w3id.org/saref#;'["Load","EnergyRelated","Generator","Storage"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"The EnergyRelated category can be specialized into: Load; Generator and Storage";undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","oneM2MTargetURI","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation has a target URI;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","oneM2MMethod","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation has a method;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation may produce data into operation outputs (transient entities that are deleted when the operation finishes);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation may produce output data into output data points (persistent entities);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasInput","OperationInput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation may receive data from operation inputs (transient entities that are deleted when the operation finishes);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasInput","OperationInput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation may receive input data from input data points (persistent entities);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","oneM2MAttribute","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A simple type variable contains the name of the attribute of the resource that is referenced with the target URI and that stores the value of the simple type variables;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","hasDataType","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A simple type variable has exactly one datatype;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Operation"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation is the -machine interpretable- exposure of a -human understandable- command to a network;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Operation"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation is the means of a service to communicate in a procedure-type manner over the network (i.e. transmit data to/from other devices);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["MeasuringFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A measuring functionality represents a functionality that has no impacts on the real world; but only gathers data";passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["ControllingFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A controlling functionality represents a functionality that has impacts on the real world; but does not gather data";passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Function","hasCommand","Command"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A functionality has commands that allow human users to influence/observe such functionality;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","hasFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A functionality represents the functionality necessary to accomplish the task for which a device is designed;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasOutDataPoint","OutputDataPoint"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service has an output data point;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasInputDataPoint","InputDataPoint"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service has an input data point;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasOperation","Operation"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service has an operation;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasSubService"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service can be composed of independent (sub-)services;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","oneM2MTargetURI","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable has a URI of a resource through which the instantiation of the value of the variable can be manipulated;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","oneM2MMethod","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable has a CRUD method through which the instantiation of the variable value can be manipulated;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasValue","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable may have a value (useful for values that are relatively static);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasSubStructure","StructuredTypeVariable"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable can be structured using other variables;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","hasDataRestriction","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A simple type variable has a data restriction;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["InputDataPoint","Variable"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An input data point is a variable of a service that is accessed by a RESTful device in its environment and that the device reads out autonomously (e.g. at periodic times);passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["OutputDataPoint","Variable"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An output data point is a variable of a service that is set by a RESTful device in its environment and that the device updates autonomously (e.g. at periodic times));passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Variable"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A variable describes an entity that stores some data (e.g. integers; text; etc.; or structured data) that can change over time";passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","describes","Aspect"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable describes a real-world aspect;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasMetadata","Metadata"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A variable can have metadata;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","Variable"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A simple type variable is a variable that only consists of variables of simple XML types like xsd:integer; string; etc.; potentially including restrictions";passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","exposesFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service can expose one or more functionalities;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","exposesFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A service is an electronic representation of a functionality in a network;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyProfile","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An area network follows a profile;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyCommunicationProtocol","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An area network follows a communication protocol;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyPhysicalStandard","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An area network follows an standard that defines its physical properties;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["InterworkedDevice"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An area network is a network that provides data transport services between an interworked device and the oneM2M System;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["InterworkedDevice","isPartOf","AreaNetwork"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An interworked device is part of an area network;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["InterworkedDevice"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An interworked device is a device that does not support oneM2M interfaces and can only be accessed from the oneM2M System by communicating with a proxied (virtual) device that has been created by an interworking proxy entity;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasSubService"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device can be composed of several (sub-)devices;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","hasService","Service"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device has one or more services that expose in the network its functionalities;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput","Command"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation output describes an output of an operation and also describes the output of a command;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasInput","OperationInput","Operation"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An operation input describes an input of an operation and also describes the input of a command;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","Variable"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"A simple type variable is a variable that only consists of variables of simple XML types like xsd:integer; string; etc.; potentially including restrictions";passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","hasFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device performs one or more functionalities in order to accomplish a particular task;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","Thing"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device may be a physical or non-physical entity;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","isPartOf","AreaNetwork"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A device is a thing that is able to interact electronically with its environment via a network;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasMetadata","Metadata"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;"Metadata contain data (like units; precision-ranges) about a variable or about an aspect";absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Aspect","hasMetadata","Metadata"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An aspect can have metadata;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Aspect"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;An aspect could be a (physical or non-physical) entity or it could be a quality;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Thing","hasThingRelation"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A thing can have relations to other things;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Thing","hasThingProperty","ThingProperty"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A thing may have properties;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Thing"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A thing is an entity that can be identified in the oneM2M System.;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasOutput","OperationOutput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A command has as output one or more operation outputs;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasInput","OperationInput"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A command has as input one or more operation inputs;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Operation"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;A command represents an action that can be performed to support a functionality;passed
